seq_id,ct10_id,geoid,logrecno,acs_year,gini,gini_me
10248,25027731002,14000US25027731002,2289,2012-16,0.5045,0.05
10249,25027731101,14000US25027731101,2290,2012-16,0.5492,0.09
10250,25027731102,14000US25027731102,2291,2012-16,0.4685,0.05
10251,25027731202,14000US25027731202,2292,2012-16,0,0
10252,25027731203,14000US25027731203,2293,2012-16,0.4916,0.04
10253,25027731204,14000US25027731204,2294,2012-16,0.5036,0.06
10254,25027731300,14000US25027731300,2295,2012-16,0.5545,0.07
10255,25027731400,14000US25027731400,2296,2012-16,0.4955,0.04
10256,25027731500,14000US25027731500,2297,2012-16,0.4897,0.08
10257,25027731600,14000US25027731600,2298,2012-16,0.5288,0.05
10258,25027731700,14000US25027731700,2299,2012-16,0.5187,0.06
10259,25027731800,14000US25027731800,2300,2012-16,0.5444,0.06
10260,25027731900,14000US25027731900,2301,2012-16,0.4937,0.05
10261,25027732001,14000US25027732001,2302,2012-16,0.5287,0.07
10262,25027732002,14000US25027732002,2303,2012-16,0.4224,0.07
10263,25027732201,14000US25027732201,2304,2012-16,0.453,0.05
10264,25027732202,14000US25027732202,2305,2012-16,0.4371,0.05
10265,25027732203,14000US25027732203,2306,2012-16,0.4284,0.05
10266,25027732301,14000US25027732301,2307,2012-16,0.3832,0.04
10267,25027732302,14000US25027732302,2308,2012-16,0.4609,0.05
10268,25027732400,14000US25027732400,2309,2012-16,0.5224,0.07
10269,25027732500,14000US25027732500,2310,2012-16,0.4574,0.05
10270,25027732600,14000US25027732600,2311,2012-16,0.4435,0.05
10271,25027732700,14000US25027732700,2312,2012-16,0.4491,0.05
10272,25027732801,14000US25027732801,2313,2012-16,0.4256,0.08
10273,25027732802,14000US25027732802,2314,2012-16,0.3843,0.04
10274,25027732901,14000US25027732901,2315,2012-16,0.4688,0.04
10275,25027732902,14000US25027732902,2316,2012-16,0.1683,0.15
10276,25027733000,14000US25027733000,2317,2012-16,0.4627,0.05
10277,25027733101,14000US25027733101,2318,2012-16,0.3955,0.04
10278,25027733102,14000US25027733102,2319,2012-16,0.3844,0.06
10279,25027735100,14000US25027735100,2320,2012-16,0.4491,0.09
10280,25027735200,14000US25027735200,2321,2012-16,0.3411,0.03
10281,25027736100,14000US25027736100,2322,2012-16,0.4214,0.04
10282,25027736200,14000US25027736200,2323,2012-16,0.4126,0.04
10283,25027736300,14000US25027736300,2324,2012-16,0.3887,0.03
10284,25027736400,14000US25027736400,2325,2012-16,0.3859,0.04
10285,25027736500,14000US25027736500,2326,2012-16,0.4107,0.03
10286,25027737100,14000US25027737100,2327,2012-16,0.4324,0.04
10287,25027737200,14000US25027737200,2328,2012-16,0.4015,0.03
10288,25027737300,14000US25027737300,2329,2012-16,0.3644,0.03
10289,25027738100,14000US25027738100,2330,2012-16,0.4502,0.04
10290,25027738201,14000US25027738201,2331,2012-16,0.4175,0.03
10291,25027738202,14000US25027738202,2332,2012-16,0.4241,0.03
10292,25027739100,14000US25027739100,2333,2012-16,0.4213,0.04
10293,25027739200,14000US25027739200,2334,2012-16,0.3824,0.04
10294,25027739300,14000US25027739300,2335,2012-16,0.3727,0.04
10295,25027739400,14000US25027739400,2336,2012-16,0.4246,0.05
10296,25027739500,14000US25027739500,2337,2012-16,0.3929,0.04
10297,25027740101,14000US25027740101,2338,2012-16,0.3565,0.03
10298,25027740102,14000US25027740102,2339,2012-16,0.4335,0.08
10299,25027740200,14000US25027740200,2340,2012-16,0.4218,0.04
10300,25027741101,14000US25027741101,2341,2012-16,0.448,0.04
10301,25027741102,14000US25027741102,2342,2012-16,0.4315,0.03
10302,25027742300,14000US25027742300,2343,2012-16,0.4294,0.03
10303,25027742401,14000US25027742401,2344,2012-16,0.3386,0.04
10304,25027742402,14000US25027742402,2345,2012-16,0.325,0.04
10305,25027743100,14000US25027743100,2346,2012-16,0.3787,0.03
10306,25027744101,14000US25027744101,2347,2012-16,0.3885,0.03
10307,25027744102,14000US25027744102,2348,2012-16,0.3982,0.03
10308,25027744200,14000US25027744200,2349,2012-16,0.4092,0.05
10309,25027744300,14000US25027744300,2350,2012-16,0.4365,0.08
10310,25027744400,14000US25027744400,2351,2012-16,0.3551,0.04
10311,25027745100,14000US25027745100,2352,2012-16,0.3836,0.04
10312,25027746100,14000US25027746100,2353,2012-16,0.3715,0.05
10313,25027747101,14000US25027747101,2354,2012-16,0.3519,0.03
10314,25027747102,14000US25027747102,2355,2012-16,0.3789,0.03
10315,25027748100,14000US25027748100,2356,2012-16,0.3759,0.03
10316,25027749100,14000US25027749100,2357,2012-16,0.3403,0.04
10317,25027749200,14000US25027749200,2358,2012-16,0.3839,0.04
10318,25027750100,14000US25027750100,2359,2012-16,0.4215,0.05
10319,25027750200,14000US25027750200,2360,2012-16,0.4513,0.06
10320,25027750300,14000US25027750300,2361,2012-16,0.4656,0.04
10321,25027751101,14000US25027751101,2362,2012-16,0.3499,0.03
10322,25027751102,14000US25027751102,2363,2012-16,0.3254,0.04
10323,25027752100,14000US25027752100,2364,2012-16,0.3441,0.03
10324,25027753100,14000US25027753100,2365,2012-16,0.3826,0.04
10325,25027753200,14000US25027753200,2366,2012-16,0.4057,0.03
10326,25027754100,14000US25027754100,2367,2012-16,0.3907,0.04
10327,25027754200,14000US25027754200,2368,2012-16,0.4534,0.04
10328,25027754300,14000US25027754300,2369,2012-16,0.3375,0.04
10329,25027754400,14000US25027754400,2370,2012-16,0.4243,0.06
10330,25027755100,14000US25027755100,2371,2012-16,0.4176,0.04
10331,25027755200,14000US25027755200,2372,2012-16,0.4362,0.03
10332,25027756101,14000US25027756101,2373,2012-16,0.3976,0.03
10333,25027756102,14000US25027756102,2374,2012-16,0.3738,0.04
10334,25027757100,14000US25027757100,2375,2012-16,0.3842,0.04
10335,25027757200,14000US25027757200,2376,2012-16,0.3988,0.04
10336,25027757300,14000US25027757300,2377,2012-16,0.3878,0.04
10337,25027757400,14000US25027757400,2378,2012-16,0.3959,0.06
10338,25027757500,14000US25027757500,2379,2012-16,0.3631,0.04
10339,25027758101,14000US25027758101,2380,2012-16,0.3865,0.03
10340,25027758102,14000US25027758102,2381,2012-16,0.4515,0.05
10341,25027759100,14000US25027759100,2382,2012-16,0.3788,0.04
10342,25027760100,14000US25027760100,2383,2012-16,0.4216,0.03
10343,25027761100,14000US25027761100,2384,2012-16,0.404,0.05
10344,25027761200,14000US25027761200,2385,2012-16,0.3922,0.04
10345,25027761300,14000US25027761300,2386,2012-16,0.3924,0.04
10346,25027761400,14000US25027761400,2387,2012-16,0.4205,0.04
